pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Bailey,dog,Male,puppy,"Tinley Park, IL",https://www.adoptapet.com/pet/24524850-tinley-park-illinois-australian-cattle-dog-mix,Australian Cattle Dog Mix,Red/Golden/Orange/Chestnut - with White,(when grown) Med. 26-60 lbs (12-27 kg),,710033,,"Private Owner (Tinley Park, IL)","Tinley Park, IL",,,,Yes,,,,Yes,,Yes,,,,,
Avery,dog,Female,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25523649-tinley-park-illinois-american-eskimo-dog-mix,American Eskimo Dog Mix,White,(when grown) Small 25 lbs (11 kg) or less,,18902491,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Buddy,dog,Male,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25028828-tinley-park-illinois-australian-cattle-dog-mix,Australian Cattle Dog/Spaniel (Unknown Type) Mix,Red/Golden/Orange/Chestnut,(when grown) Med. 26-60 lbs (12-27 kg),(current) 47 lb,40885057,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Violet,dog,Female,puppy,"Tinley Park, IL",https://www.adoptapet.com/pet/25439067-tinley-park-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41593964,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Yiedka,dog,Male,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25279447-tinley-park-illinois-husky-mix,Husky/Labrador Retriever Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 57 lb,41671059,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,Yes,,,,,,,
Harmony,dog,Female,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25038148-tinley-park-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 54 lb,41170723,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,Yes,,,,,,,
Sophia,dog,Female,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25523708-tinley-park-illinois-cocker-spaniel-mix,Cocker Spaniel/Poodle (Miniature) Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,(current) 17 lb,41882973,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Martina (FOSTER HOME),dog,Female,puppy,"Tinley Park, IL",https://www.adoptapet.com/pet/25374143-tinley-park-illinois-terrier-unknown-type-small-mix,"Terrier (Unknown Type, Small) Mix",Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 23 lb,41116867,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Lucy,dog,Female,senior,"Tinley Park, IL",https://www.adoptapet.com/pet/25491019-tinley-park-illinois-chihuahua-mix,Chihuahua Mix,White,(when grown) Small 25 lbs (11 kg) or less,,41882998,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Bailey,dog,Female,puppy,"Tinley Park, IL",https://www.adoptapet.com/pet/25499447-tinley-park-illinois-beagle-mix,Beagle/Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 5 lb,41670627,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Rocket,dog,Male,puppy,"Tinley Park, IL",https://www.adoptapet.com/pet/25490936-tinley-park-illinois-chihuahua-mix,Chihuahua Mix,Black,(when grown) Small 25 lbs (11 kg) or less,(current) 6 lb,41593987,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Honey,dog,Female,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/24907568-tinley-park-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,41183925,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Player,dog,Male,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25502574-tinley-park-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),,41701483,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Big Daddy,dog,Male,puppy,"Tinley Park, IL",https://www.adoptapet.com/pet/25494290-tinley-park-illinois-chihuahua-mix,Chihuahua Mix,Black,(when grown) Small 25 lbs (11 kg) or less,(current) 5 lb,41762955,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Lilly 2,dog,Female,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25231704-tinley-park-illinois-american-bulldog-mix,American Bulldog Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,40885720,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Chelsea,dog,Female,young,"Tinley Park, IL",https://www.adoptapet.com/pet/25490906-tinley-park-illinois-schnauzer-standard-mix,Schnauzer (Standard)/Labrador Retriever Mix,White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 42 lb,41722584,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Molly 2,dog,Female,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/23578742-tinley-park-illinois-beagle-mix,Beagle/Jack Russell Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),(current) 48 lb,39918737,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Scarlet,dog,Female,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25223778-tinley-park-illinois-mastiff-mix,Mastiff Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),(current) 76 lb,41132368,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Rusty,dog,Male,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25108111-tinley-park-illinois-labrador-retriever-mix,Labrador Retriever/Boxer Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 76 lb,32201021,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Winslow,dog,Male,senior,"Tinley Park, IL",https://www.adoptapet.com/pet/25540952-tinley-park-illinois-poodle-miniature-mix,Poodle (Miniature)/Bichon Frise Mix,White,(when grown) Med. 26-60 lbs (12-27 kg),,15110151,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Maddie,dog,Female,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25371216-tinley-park-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,41687949,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",Yes,,,,,,,,,,,,,,
Mellow,dog,Male,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/25435513-tinley-park-illinois-beagle-mix,Beagle/Shiba Inu Mix,Red/Golden/Orange/Chestnut,(when grown) Med. 26-60 lbs (12-27 kg),,41782795,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Hero,dog,Male,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/24871145-tinley-park-illinois-alaskan-malamute-mix,Alaskan Malamute Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 69 lb,31151105,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Lucas,dog,Male,adult,"Tinley Park, IL",https://www.adoptapet.com/pet/24047772-tinley-park-illinois-labrador-retriever-mix,Labrador Retriever/Hound (Unknown Type) Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),(current) 60 lb,40322991,,P.A.W.S. (Peoples Animal Welfare Society),"Tinley Park, IL",,Yes,,,,,,,,,,,,,
Majesty,dog,Female,young,"Homewood, IL",https://www.adoptapet.com/pet/22101916-homewood-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Labrador Retriever Mix,Brown/Chocolate - with White,(when grown) Med. 26-60 lbs (12-27 kg),,386924,,"Private Owner (Homewood, IL)","Homewood, IL",,,,,,,,,Yes,Yes,,,Yes,,
Cooper,dog,Male,young,"Homewood, IL",https://www.adoptapet.com/pet/25260119-homewood-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,869575,,"Private Owner (Homewood, IL)","Homewood, IL",,Yes,,,,,,,,,,,,,
Sand,dog,Female,young,"Homewood, IL",https://www.adoptapet.com/pet/23166064-homewood-illinois-labrador-retriever-mix,Labrador Retriever/German Shepherd Dog Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,498569,,"Private Owner (Homewood, IL)","Homewood, IL",Yes,,,,,,,,,,,,,,
Clemetine,dog,Female,"3 years old,  adult","Flossmoor, IL",https://www.adoptapet.com/pet/25221775-flossmoor-illinois-cane-corso-mix,Cane Corso Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 80 lbs,HFD 477,,Heather's Foster Dogs,"P.O. Box 10, Flossmoor, IL 60422",Yes,,,Yes,,,,,,Yes,,,,,
Barry,dog,Male,"12 years old,  senior","Flossmoor, IL",https://www.adoptapet.com/pet/25490194-flossmoor-illinois-rottweiler-mix,Rottweiler Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),(current) 50 lbs,HFD 490,,Heather's Foster Dogs,"P.O. Box 10, Flossmoor, IL 60422",,Yes,,Yes,,,,,,Yes,,,,,
Elsie,dog,Female,"1 year old,  young","Flossmoor, IL",https://www.adoptapet.com/pet/25100110-flossmoor-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Brindle,(when grown) Small 25 lbs (11 kg) or less,(current) 20 lbs,HFD,,Heather's Foster Dogs,"P.O. Box 10, Flossmoor, IL 60422",Yes,,,Yes,,,,,,Yes,,,,,
Laura,dog,Female,"10 years old,  senior","Flossmoor, IL",https://www.adoptapet.com/pet/24618109-flossmoor-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 12 lbs,HFD 442,,Heather's Foster Dogs,"P.O. Box 10, Flossmoor, IL 60422",Yes,,,Yes,,,,,,,,,,,
Luna,dog,Female,"5 years old,  adult","Flossmoor, IL",https://www.adoptapet.com/pet/25490110-flossmoor-illinois-chihuahua-mix,Chihuahua Mix,"White - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,(current) 8 lbs,HFD 492,,Heather's Foster Dogs,"P.O. Box 10, Flossmoor, IL 60422",Yes,,,Yes,,,,,,,,,,,
Cooper,dog,Male,young,"Flossmoor, IL",https://www.adoptapet.com/pet/25333543-flossmoor-illinois-collie-mix,Collie/Shepherd (Unknown Type) Mix,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,885765,,"Private Owner (Flossmoor, IL)","Flossmoor, IL",,Yes,,,,,,,,,,,,,
Houston,dog,Male,"2 months old,  puppy","Flossmoor, IL",https://www.adoptapet.com/pet/25417540-flossmoor-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn - with White,(when grown) Small 25 lbs (11 kg) or less,(current) 6 lbs,HFD 487,,Heather's Foster Dogs,"P.O. Box 10, Flossmoor, IL 60422",,Yes,,Yes,,,,,,,,,,,
Cherish,dog,Female,"3 years old,  adult","Flossmoor, IL",https://www.adoptapet.com/pet/24447502-flossmoor-illinois-chihuahua-mix,Chihuahua Mix,Brindle,(when grown) Small 25 lbs (11 kg) or less,(current) 10 lbs,HFD 444,,Heather's Foster Dogs,"P.O. Box 10, Flossmoor, IL 60422",,,,,,,,,,,,,,,
Gloria,dog,Female,"3 years old,  adult","Flossmoor, IL",https://www.adoptapet.com/pet/25490146-flossmoor-illinois-lhasa-apso-mix,Lhasa Apso/Chihuahua Mix,"White - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,(current) 10 lbs,HFD 491,,Heather's Foster Dogs,"P.O. Box 10, Flossmoor, IL 60422",Yes,,,Yes,,,,,,,,,,,
Noelle,dog,Female,adult,"Flossmoor, IL",https://www.adoptapet.com/pet/22742792-flossmoor-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Brown/Chocolate - with White,(when grown) Med. 26-60 lbs (12-27 kg),,451188,,"Private Owner (Flossmoor, IL)","Flossmoor, IL",,,,Yes,Yes,,,,Yes,Yes,,,Yes,,Yes
Dante,dog,Male,young,"Cicero, IL",https://www.adoptapet.com/pet/25327660-cicero-illinois-labrador-retriever-mix,Labrador Retriever/Bull Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,884574,,"Private Owner (Cicero, IL)","Cicero, IL",,Yes,,,,,,,,,,,,,
Otto,dog,Male,adult,"Cicero, IL",https://www.adoptapet.com/pet/25215136-cicero-illinois-english-bulldog-mix,English Bulldog/American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Med. 26-60 lbs (12-27 kg),,859479,,"Private Owner (Cicero, IL)","Cicero, IL",,Yes,,,,,,,,,,,,,
Pancho,dog,Male,senior,"Berwyn, IL",https://www.adoptapet.com/pet/24532793-berwyn-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Labrador Retriever Mix,White - with Brown or Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,712458,,"Private Owner (Berwyn, IL)","Berwyn, IL",,Yes,,,,,,,Yes,Yes,,,Yes,,
Bella,dog,Female,senior,"Berwyn, IL",https://www.adoptapet.com/pet/24532701-berwyn-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,712432,,"Private Owner (Berwyn, IL)","Berwyn, IL",Yes,,,,,,,,Yes,Yes,,,Yes,,
Daisy,dog,Female,adult,"Berwyn, IL",https://www.adoptapet.com/pet/24050919-berwyn-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",White - with Brown or Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,628396,,"Private Owner (Berwyn, IL)","Berwyn, IL",Yes,,,Yes,,,,,,Yes,,Yes,,Yes,
Penny,dog,Female,young,"Berwyn, IL",https://www.adoptapet.com/pet/24799930-berwyn-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,765032,,"Private Owner (Berwyn, IL)","Berwyn, IL",Yes,,,,,,,,,,,,,,
