pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Precious,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24986410-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/American Bulldog Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,806278,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,,
Franco,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24554877-chicago-illinois-schnauzer-giant,Schnauzer (Giant),Black,(when grown) X-Large 101 lbs (46 kg) or more,,716906,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,Yes,,,Yes,,Yes,,Yes,,,Yes
Titan,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24979522-chicago-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Brown/Chocolate - with Tan,(when grown) Med. 26-60 lbs (12-27 kg),,804754,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,,
Toby,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24948349-chicago-illinois-border-collie-mix,Border Collie Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,797477,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,,
Terra,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24853766-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,776404,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,,
Ali,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24861014-chicago-illinois-alaskan-malamute-mix,Alaskan Malamute/Great Pyrenees Mix,White - with Gray or Silver,(when grown) Large 61-100 lbs (28-45 kg),,778528,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,,
Shake,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24816187-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,768949,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,Yes
Nala,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24749572-chicago-illinois-australian-kelpie-mix,Australian Kelpie/American Pit Bull Terrier Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),,755490,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,,
Louie,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24765755-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,758537,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,,,,,,,
Superman,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24821087-chicago-illinois-american-pit-bull-terrier,American Pit Bull Terrier,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,769834,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,
D'og,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24829878-chicago-illinois-shih-tzu-mix,"Shih Tzu/Yorkie, Yorkshire Terrier Mix",Black,(when grown) Med. 26-60 lbs (12-27 kg),,771649,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,Yes,,
Kona,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/23557685-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/Boxer Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,556372,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
Biggie,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/20254947-chicago-illinois-rottweiler-mix,Rottweiler Mix,"Black - with Tan, Yellow or Fawn",(when grown) Large 61-100 lbs (28-45 kg),,221913,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,Yes,,,,,Yes,,,,,Yes
Piper,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23411327-chicago-illinois-bull-terrier-mix,Bull Terrier/Whippet Mix,Gray/Silver/Salt & Pepper - with White,(when grown) Med. 26-60 lbs (12-27 kg),,537000,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,Yes,,Yes,
Charlie,dog,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/22956076-chicago-illinois-australian-cattle-dog-mix,"Australian Cattle Dog/Terrier (Unknown Type, Medium) Mix",White - with Brown or Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,473671,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,,Yes,,Yes,,Yes,Yes
Max,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23391719-chicago-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,534250,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,Yes,Yes,,,Yes,,
Apollo,dog,Male,adult,"Oak Brook, IL",https://www.adoptapet.com/pet/25290951-oak-brook-illinois-american-bulldog-mix,American Bulldog Mix,Brindle - with White,(when grown) Large 61-100 lbs (28-45 kg),,876402,,"Private Owner (Oak Brook, IL)","Oak Brook, IL",,Yes,,,,,,,,,,,,,
Zeus,dog,Male,adult,"Oak Brook, IL",https://www.adoptapet.com/pet/25291198-oak-brook-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),,876441,,"Private Owner (Oak Brook, IL)","Oak Brook, IL",,Yes,,,,,,,,,,,,,
Swatch,dog,Female,puppy,"Sauk Village, IL",https://www.adoptapet.com/pet/24605928-sauk-village-illinois-labrador-retriever-mix,Labrador Retriever/American Pit Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,729138,,"Private Owner (Sauk Village, IL)","Sauk Village, IL",,,,,,,,,Yes,,,Yes,,Yes,
Brenda,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467320-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11901,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Hamburgler,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467318-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Brindle,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11870,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Hulk,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467317-chicago-heights-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11753,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Loonette,dog,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467319-chicago-heights-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11900,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Argos,dog,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433550-chicago-heights-illinois-beagle-mix,Beagle Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11990,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Jeff,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25480388-chicago-heights-illinois-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11488,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Turkey,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25156791-chicago-heights-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-10379,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Sully,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25532104-chicago-heights-illinois-pomeranian-mix,Pomeranian/Australian Shepherd Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-12092,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Spot,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433570-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever/Blue Heeler Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11986,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Shego,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467321-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Large) Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11955,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Cinderella,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467316-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Gray/Silver/Salt & Pepper - with Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11707,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Meadow,dog,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25075929-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11236,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Man,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25164563-chicago-heights-illinois-terrier-unknown-type-small-mix,"Terrier (Unknown Type, Small) Mix",Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11621,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Franky,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25318968-chicago-heights-illinois-chihuahua-mix,Chihuahua/Pekingese Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11145,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Gurdy,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25232038-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,"White - with Tan, Yellow or Fawn",(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-2838,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Zazy,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25348408-chicago-heights-illinois-retriever-unknown-type-mix,Retriever (Unknown Type)/Pointer Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11255,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Daisy,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25318972-chicago-heights-illinois-coonhound-mix,Coonhound Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11633,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Izzy,dog,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25369142-chicago-heights-illinois-patterdale-terrier-fell-terrier-mix,Patterdale Terrier (Fell Terrier) Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11928,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Pigpen,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25400050-chicago-heights-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Boxer Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11773,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Church,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25195061-chicago-heights-illinois-bloodhound-mix,Bloodhound/Labrador Retriever Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,SSHS-A-11646,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Carla,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25263178-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,,(when grown) Large 61-100 lbs (28-45 kg),,SSHS-A-9543,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Gunther,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433556-chicago-heights-illinois-hound-unknown-type-mix,Hound (Unknown Type)/Black Mouth Cur Mix,,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-12015,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Grover,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236785-chicago-heights-illinois-hound-unknown-type-mix,Hound (Unknown Type)/Catahoula Leopard Dog Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-9209,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Bronco,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25141124-chicago-heights-illinois-boxer-mix,Boxer/Akita Mix,Brindle,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-8499,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Koko,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24728176-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Akita Mix,Brindle,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-3146,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Mack,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25164562-chicago-heights-illinois-terrier-unknown-type-small-mix,"Terrier (Unknown Type, Small) Mix",Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11622,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Tucker,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25522277-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-2977,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Bear,dog,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467315-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11594,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Boston,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25164556-chicago-heights-illinois-black-mouth-cur-mix,Black Mouth Cur Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11625,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Ralphie Lynn,dog,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433557-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-12020,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Boomer,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236784-chicago-heights-illinois-cattle-dog-mix,Cattle Dog Mix,,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-9089,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Navy Pier,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236774-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-7770,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Theo,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358629-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11863,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Zelda,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25508270-chicago-heights-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-12138,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Dexter,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25458176-chicago-heights-illinois-jack-russell-terrier-mix,Jack Russell Terrier Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-12084,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Julius,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25522276-chicago-heights-illinois-cane-corso-mix,Cane Corso Mix,Black,(when grown) X-Large 101 lbs (46 kg) or more,,SSHS-A-11100,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Pixie,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236761-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-6433,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Rusty,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236770-chicago-heights-illinois-chow-chow-mix,Chow Chow Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-4886,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Bounce,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358631-chicago-heights-illinois-husky-mix,Husky/Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-11868,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Margo,dog,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25513954-chicago-heights-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-12118,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Rex,dog,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25513953-chicago-heights-illinois-pit-bull-terrier-mix,Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-10604,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Adele,dog,Female,puppy,"Chicago Heights, IL",https://www.adoptapet.com/pet/25501132-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11992,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Donkey,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433567-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-12024,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Nori,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433564-chicago-heights-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,SSHS-A-12025,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Cooper,dog,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25400048-chicago-heights-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,,SSHS-A-11858,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Shadow,dog,Female,puppy,"Sauk Village, IL",https://www.adoptapet.com/pet/25417713-sauk-village-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate - with White,(when grown) Med. 26-60 lbs (12-27 kg),,904301,,"Private Owner (Sauk Village, IL)","Sauk Village, IL",Yes,,,,,,,,,,,,,,
Teddy,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24883263-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 60 lb,40785057,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Cinnamon,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25476767-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 64 lb,41744800,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Easy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25187193-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 67 lb,41363784,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Annay,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25370799-chicago-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 49 lb,41249469,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Kai,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/21373531-chicago-illinois-german-shepherd-dog-mix,German Shepherd Dog/Labrador Retriever Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 84 lb,38096048,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Caramelo,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25145845-chicago-illinois-mastiff-mix,Mastiff/Shepherd (Unknown Type) Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),(current) 56 lb,41364023,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Timber,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24417730-chicago-illinois-labrador-retriever-mix,Labrador Retriever/Husky Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 47 lb,40640641,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Zeak,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25392091-chicago-illinois-great-dane-mix,Great Dane Mix,Black,(when grown) Small 25 lbs (11 kg) or less,(current) 62 lb,38465294,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Misty,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25468554-chicago-illinois-dutch-shepherd-mix,Dutch Shepherd Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41541809,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Bayne,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25392093-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 57 lb,41694741,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Oliver,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25063539-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 69 lb,41239248,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Jesse,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25450222-chicago-illinois-australian-cattle-dog-mix,Australian Cattle Dog Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41805646,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Champ,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24627716-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 83 lb,40652477,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Magic 8 Ball,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25187194-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 50 lb,41541465,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Speedy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25154877-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 77 lb,40843047,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Rambo,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24382838-chicago-illinois-american-bulldog-mix,American Bulldog Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 70 lb,40627474,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,,,,,,,
Leo,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25224199-chicago-illinois-hound-unknown-type-mix,Hound (Unknown Type) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 88 lb,41633412,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,,,,,,,
Drake,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25004654-chicago-illinois-husky-mix,"Husky/Sheltie, Shetland Sheepdog Mix",Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 47 lb,39692178,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,,,,,,,
Archie,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25440761-chicago-illinois-australian-cattle-dog-mix,Australian Cattle Dog Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41821394,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
