,pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
495,Thor,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24566626-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 150 lb,40784199,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
496,Dixie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510646-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 125 lb,41901524,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
497,Belle,dog,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25510645-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,(current) 100 lb,41901477,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
498,Cisco,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24566784-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 170 lb,40784253,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
499,Lily,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/21134373-chicago-illinois-mastiff,Mastiff,Red/Golden/Orange/Chestnut,(when grown) X-Large 101 lbs (46 kg) or more,,38034976,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
500,Faith,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/18673936-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,,32140388,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
501,Helga,dog,Female,puppy,"Chicago, IL",https://www.adoptapet.com/pet/18674148-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,,33634084,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
502,Rizzo,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/22533353-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,,39140130,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
503,Penny,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24320609-chicago-illinois-mastiff,Mastiff,Red/Golden/Orange/Chestnut,(when grown) X-Large 101 lbs (46 kg) or more,,40579028,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
504,Ireland,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24417724-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) X-Large 101 lbs (46 kg) or more,,40658590,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
505,Sheldon,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24417574-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,,40658444,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
506,Tilly,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24525561-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 107 lb,40746635,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
507,Magnus,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24093576-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 142 lb,40398614,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
508,Groot,dog,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24553746-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 115 lb,40770885,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
509,Whiskey Joe,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24084371-chicago-illinois-mastiff,Mastiff,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,40390449,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
510,Alfie,dog,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24850357-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 98 lb,41136989,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,Yes,,,Yes,,,,,,,,,,
511,Tulsa,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24734733-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 145 lb,41029346,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
512,Odin,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/24651381-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 183 lb,40852532,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",,,,,Yes,,,,,,,,,,
513,Josie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24651586-chicago-illinois-mastiff,Mastiff,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,,40852757,,"Chicago,  IL","PO Box 47256, Chicago, IL 60647",Yes,,,,Yes,,,,,,,,,,
514,Jenny,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25407420-hillside-illinois-retriever-unknown-type-mix,Retriever (Unknown Type) Mix,Tan/Yellow/Fawn,,,14406506,,"Hillside,  IL","Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
515,Haddock,dog,Male,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440249-hillside-illinois-german-shepherd-dog-mix,German Shepherd Dog/Labrador Retriever Mix,Tan/Yellow/Fawn,,,14405058,,"Hillside,  IL","Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
516,Cod,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440246-hillside-illinois-german-shepherd-dog-mix,German Shepherd Dog/Labrador Retriever Mix,Tan/Yellow/Fawn,,,14405052,,"Hillside,  IL","Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
517,Chestnut,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440234-hillside-illinois-boxer-mix,Boxer/German Shepherd Dog Mix,Tan/Yellow/Fawn,,,14406569,,"Hillside,  IL","Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
518,Hazelnut,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440233-hillside-illinois-boxer-mix,Boxer/German Shepherd Dog Mix,Tan/Yellow/Fawn,,,14405039,,"Hillside,  IL","Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
519,Catfish,dog,Female,puppy,"Hillside, IL",https://www.adoptapet.com/pet/25440247-hillside-illinois-german-shepherd-dog-mix,German Shepherd Dog/Labrador Retriever Mix,Tan/Yellow/Fawn,,,14405055,,"Hillside,  IL","Hillside, IL 60162",,,,,,,,,Yes,,,,Yes,,
