,pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
165,Ted Danson,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25466409-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Large) Mix,Brown/Chocolate - with White,(when grown) Large 61-100 lbs (28-45 kg),,A199426,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,,,,,,
166,Rambo,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25460281-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Large) Mix,Gray/Silver/Salt & Pepper - with White,(when grown) Large 61-100 lbs (28-45 kg),,A161582,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,,,,Yes,,
167,Thin Mint,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25460519-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Medium) Mix,Brown/Chocolate - with White,(when grown) Med. 26-60 lbs (12-27 kg),,A196064,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,,,,,Yes,,
168,Webster,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25466401-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,A199417,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,,,,,,
169,Sherbet,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25466412-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Medium) Mix,Red/Golden/Orange/Chestnut - with White,(when grown) Med. 26-60 lbs (12-27 kg),,A199439,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,,,,,Yes,,
170,Bobbin,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25466383-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Medium) Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,A199369,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,,,,Yes,,
171,Oberon,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25466427-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Medium) Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,A199568,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,,,,,,
172,Romel,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25466300-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Medium) Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,A199149,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,,,,,,
173,Oxford,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25466339-chicago-illinois-pit-bull-terrier-mix,Pit Bull Terrier/Mixed Breed (Large) Mix,White - with Brown or Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,A199333,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,,,,,,,
174,Kylo,dog,Male,young,"Countryside, IL",https://www.adoptapet.com/pet/25407582-countryside-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,902221,,"Countryside,  IL","Countryside, IL",,Yes,,,,,,,,,,,,,
175,Cassidy,dog,Female,senior,"Indian Head Park, IL",https://www.adoptapet.com/pet/23687037-indian-head-park-illinois-labrador-retriever-mix,Labrador Retriever Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),,574236,,"Indian head park,  IL","Indian Head Park, IL",Yes,,,Yes,,Yes,,,Yes,Yes,Yes,,Yes,,
176,Zoey,dog,Female,adult,"Hammond, IN",https://www.adoptapet.com/pet/24113641-hammond-indiana-american-pit-bull-terrier-mix,American Pit Bull Terrier/Mastiff Mix,Gray/Blue/Silver/Salt & Pepper,(when grown) Large 61-100 lbs (28-45 kg),,638603,,"Hammond,  IN","Hammond, IN",Yes,,,,,,,,Yes,Yes,,Yes,,Yes,Yes
177,Rue,dog,Female,adult,"Hammond, IN",https://www.adoptapet.com/pet/25202100-hammond-indiana-dutch-shepherd-mix,Dutch Shepherd/German Shepherd Dog Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,856531,,"Hammond,  IN","Hammond, IN",,,,,,,,,,,,,,,
178,Ringo,dog,Male,adult,"Hammond, IN",https://www.adoptapet.com/pet/25280966-hammond-indiana-akita-mix,Akita Mix,White,(when grown) Med. 26-60 lbs (12-27 kg),,874113,,"Hammond,  IN","Hammond, IN",,Yes,,,,,,,,,,,,,
179,James Brown,dog,Male,young,"Brookfield, IL",https://www.adoptapet.com/pet/24942089-brookfield-illinois-beagle-mix,Beagle/American Staffordshire Terrier Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,796306,,"Brookfield,  IL","Brookfield, IL",,Yes,,,,,,,,,,,,,
180,Prince,dog,Male,young,"Brookfield, IL",https://www.adoptapet.com/pet/24942068-brookfield-illinois-beagle-mix,Beagle/American Staffordshire Terrier Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,796293,,"Brookfield,  IL","Brookfield, IL",,Yes,,,,,,,,,,,,,
181,Nakota,dog,Male,young,"Orland Park, IL",https://www.adoptapet.com/pet/25450795-orland-park-illinois-german-shepherd-dog-mix,"German Shepherd Dog/Terrier (Unknown Type, Medium) Mix",Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,911121,,"Orland park,  IL","Orland Park, IL",,Yes,,,,,,,,,,,,,
182,Sykes,dog,Male,puppy,"CHICAGO, IL",https://www.adoptapet.com/pet/25408646-chicago-illinois-great-dane-mix,Great Dane/Flat-Coated Retriever Mix,Brindle - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
183,"BRUCE, BROWNIE, HUNTER",dog,Male,puppy,"CHICAGO, IL",https://www.adoptapet.com/pet/25451159-chicago-illinois-beagle-mix,Beagle/Basset Hound Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
184,TRIXIE,dog,Female,puppy,"CHICAGO, IL",https://www.adoptapet.com/pet/24589906-chicago-illinois-sheltie-shetland-sheepdog-mix,"Sheltie, Shetland Sheepdog/English Springer Spaniel Mix",White - with Brown or Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
185,Warner,dog,Male,puppy,"CHICAGO, IL",https://www.adoptapet.com/pet/25153524-chicago-illinois-great-dane-mix,Great Dane/Rhodesian Ridgeback Mix,Brindle - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
186,Horace,dog,Male,puppy,"CHICAGO, IL",https://www.adoptapet.com/pet/25398152-chicago-illinois-boxer-mix,Boxer/American Bulldog Mix,Tan/Yellow/Fawn - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
187,Judy,dog,Female,adult,"CHICAGO, IL",https://www.adoptapet.com/pet/25398439-chicago-illinois-labrador-retriever-mix,Labrador Retriever/Flat-Coated Retriever Mix,"White - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
188,Faith,dog,Female,young,"CHICAGO, IL",https://www.adoptapet.com/pet/25398758-chicago-illinois-boxer-mix,Boxer/American Bulldog Mix,Brindle - with White,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
189,WILLOW,dog,Female,puppy,"CHICAGO, IL",https://www.adoptapet.com/pet/25393615-chicago-illinois-rhodesian-ridgeback-mix,Rhodesian Ridgeback/Flat-Coated Retriever Mix,Brown/Chocolate - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
190,LULU,dog,Female,puppy,"CHICAGO, IL",https://www.adoptapet.com/pet/25295289-chicago-illinois-bernese-mountain-dog-mix,Bernese Mountain Dog/Flat-Coated Retriever Mix,"Black - with Brown, Red, Golden, Orange or Chestnut",(when grown) Med. 26-60 lbs (12-27 kg),,,,"Chicago,  IL","CHICAGO,IL, CHICAGO, IL 60605",Yes,,,Yes,,,,,Yes,Yes,Yes,,Yes,,
191,Blue,dog,Male,adult,"Matteson, IL",https://www.adoptapet.com/pet/24767918-matteson-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/American Bulldog Mix,Gray/Silver/Salt & Pepper - with White,(when grown) Med. 26-60 lbs (12-27 kg),,758813,,"Matteson,  IL","Matteson, IL",,,,Yes,,,,,Yes,Yes,,,,,Yes
192,Dina,dog,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/23629928-chicago-heights-illinois-american-bulldog-mix,American Bulldog Mix,Tricolor (Tan/Brown & Black & White),(when grown) Large 61-100 lbs (28-45 kg),,566137,,"Chicago heights,  IL","Chicago Heights, IL",Yes,,,Yes,,,,,Yes,,,Yes,Yes,,
193,Niko,dog,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25396500-chicago-heights-illinois-bichon-frise,Bichon Frise,White,(when grown) Small 25 lbs (11 kg) or less,,900026,,"Chicago heights,  IL","Chicago Heights, IL",,Yes,,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,
194,Jasper,dog,Male,adult,"Oak Park, IL",https://www.adoptapet.com/pet/20745215-oak-park-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier/Black Mouth Cur Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,264788,,"Oak park,  IL","Oak Park, IL",,,,Yes,Yes,,,,Yes,Yes,,,,,
195,Travis,dog,Male,adult,"Oak Park, IL",https://www.adoptapet.com/pet/23666309-oak-park-illinois-labrador-retriever-mix,Labrador Retriever/Husky Mix,Black - with White,(when grown) Large 61-100 lbs (28-45 kg),,571586,,"Oak park,  IL","Oak Park, IL",,Yes,,Yes,,Yes,,Yes,,Yes,,,Yes,,Yes
196,Flora,dog,Female,senior,"Oak Park, IL",https://www.adoptapet.com/pet/25089393-oak-park-illinois-chihuahua,Chihuahua,Red/Golden/Orange/Chestnut,(when grown) Small 25 lbs (11 kg) or less,,828995,,"Oak park,  IL","Oak Park, IL",Yes,,,Yes,Yes,,,Yes,,Yes,Yes,,Yes,,Yes
197,Eddie,dog,Male,senior,"Oak Park, IL",https://www.adoptapet.com/pet/25089457-oak-park-illinois-chihuahua-mix,Chihuahua Mix,Tricolor (Tan/Brown & Black & White),(when grown) Small 25 lbs (11 kg) or less,,829031,,"Oak park,  IL","Oak Park, IL",,Yes,,,,,,,,,,,,,
198,Leroy Brown,dog,Male,young,"Oak Pak, IL",https://www.adoptapet.com/pet/24601086-oak-pak-illinois-labrador-retriever-mix,Labrador Retriever Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),(current) 47 lb,40776349,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,,,,,,
199,Dutchess,dog,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24477261-oak-pak-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 49 lb,40644841,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,Yes,,,,,
200,Flex,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24977151-oak-pak-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 56 lb,40874100,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,Yes,,,,,
201,Ladybird,dog,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25534534-oak-pak-illinois-chihuahua-mix,Chihuahua Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 8 lb,40776407,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,,,,,,
202,Duke,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24828863-oak-pak-illinois-irish-setter-mix,Irish Setter Mix,Red/Golden/Orange/Chestnut,(when grown) Med. 26-60 lbs (12-27 kg),(current) 40 lb,29426898,,"Oak pak,  IL","Oak Pak, IL",,,,,,,,,,Yes,,,,,
203,Skippy,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/22912639-oak-pak-illinois-australian-cattle-dog-mix,Australian Cattle Dog/Fox Terrier (Smooth) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),(current) 77 lb,17068235,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,Yes,,,,,
204,Sir Pickles,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24477590-oak-pak-illinois-retriever-unknown-type-mix,Retriever (Unknown Type)/Great Pyrenees Mix,Tan/Yellow/Fawn,(when grown) X-Large 101 lbs (46 kg) or more,(current) 133 lb,40274447,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,Yes,,,,,
205,Drake,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/18783219-oak-pak-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),(current) 60 lb,31756426,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,Yes,,,,,
206,Matilda,dog,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24447885-oak-pak-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 58 lb,40597582,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,Yes,,,,,
207,Reece,dog,Female,puppy,"Oak Pak, IL",https://www.adoptapet.com/pet/25322812-oak-pak-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,(current) 19 lb,41621327,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,,,,,,
208,Twix,dog,Male,puppy,"Oak Pak, IL",https://www.adoptapet.com/pet/25322811-oak-pak-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Brown/Chocolate,(when grown) Small 25 lbs (11 kg) or less,(current) 24 lb,41621423,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,,,,,,
209,Julian,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25504903-oak-pak-illinois-chihuahua-mix,Chihuahua/Dachshund Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 13 lb,41772293,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,,,,,,
210,opie,dog,Male,adult,"Oak Park, IL",https://www.adoptapet.com/pet/25482879-oak-park-illinois-terrier-unknown-type-small-mix,"Terrier (Unknown Type, Small) Mix",Black - with Gray or Silver,(when grown) Small 25 lbs (11 kg) or less,,917328,,"Oak park,  IL","Oak Park, IL",,Yes,,,,,,,,,,,,,
211,Smoke,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25485657-oak-pak-illinois-border-terrier-mix,Border Terrier Mix,Black,(when grown) Small 25 lbs (11 kg) or less,(current) 14 lb,41594086,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,Yes,,,,,
212,Ernest,dog,Male,senior,"Oak Pak, IL",https://www.adoptapet.com/pet/25484225-oak-pak-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Black,(when grown) Med. 26-60 lbs (12-27 kg),(current) 56 lb,41715889,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,Yes,,,,,
213,Bella,dog,Female,senior,"Oak Pak, IL",https://www.adoptapet.com/pet/25270584-oak-pak-illinois-bichon-frise-mix,Bichon Frise Mix,White,(when grown) Small 25 lbs (11 kg) or less,(current) 13 lb,41630726,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,,,,,,
214,Catelyn,dog,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25495284-oak-pak-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),(current) 45 lb,41621690,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,,,,,,
215,Pancho,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25045604-oak-pak-illinois-terrier-unknown-type-small-mix,"Terrier (Unknown Type, Small) Mix",White,(when grown) Large 61-100 lbs (28-45 kg),(current) 68 lb,41029704,,"Oak pak,  IL","Oak Pak, IL",,,,,,,,,,,,,,,
216,Jazzy,dog,Female,senior,"Oak Pak, IL",https://www.adoptapet.com/pet/25270583-oak-pak-illinois-beagle-mix,Beagle/Pug Mix,White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 54 lb,41630709,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,Yes,,,,,
217,Neal,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25046108-oak-pak-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 77 lb,41099403,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,Yes,,,,,
218,Cliff,dog,Male,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/25028664-oak-pak-illinois-shepherd-unknown-type-mix,Shepherd (Unknown Type)/American Staffordshire Terrier Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),(current) 39 lb,41079329,,"Oak pak,  IL","Oak Pak, IL",,Yes,,,,,,,,,,,,,
219,Clare,dog,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24510008-oak-pak-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier Mix,Brindle,(when grown) Large 61-100 lbs (28-45 kg),(current) 63 lb,40644894,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,Yes,,,,,
220,Izzy,dog,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/24282314-oak-pak-illinois-labrador-retriever-mix,Labrador Retriever Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),(current) 45 lb,40503728,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,Yes,,,,,
221,Franklin,dog,Male,young,"Oak Park, IL",https://www.adoptapet.com/pet/25485527-oak-park-illinois-bull-terrier-mix,Bull Terrier Mix,Brindle - with White,(when grown) Large 61-100 lbs (28-45 kg),,917701,,"Oak park,  IL","Oak Park, IL",,Yes,,,,,,,,,,,,,
222,Ash,dog,Female,adult,"Oak Pak, IL",https://www.adoptapet.com/pet/23572431-oak-pak-illinois-labrador-retriever-mix,Labrador Retriever/Mixed Breed (Large) Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 64 lb,22741720,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,Yes,,,,,
223,Freya,dog,Female,senior,"Oak Pak, IL",https://www.adoptapet.com/pet/24675557-oak-pak-illinois-boxer-mix,Boxer/American Bulldog Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 53 lb,40819604,,"Oak pak,  IL","Oak Pak, IL",Yes,,,,,,,,,Yes,,,,,
224,Josie,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25471156-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),(current) 31 lb,41798204,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
225,Buster,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25459662-chicago-illinois-german-shepherd-dog-mix,German Shepherd Dog Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 50 lb,41805389,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
226,Cubby,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25350022-chicago-illinois-beagle-mix,Beagle/Hound (Unknown Type) Mix,Brown/Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),(current) 53 lb,24244280,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
227,Simba,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25350023-chicago-illinois-mixed-breed-large-mix,Mixed Breed (Large) Mix,Tan/Yellow/Fawn,(when grown) Med. 26-60 lbs (12-27 kg),(current) 48 lb,41240518,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
228,Copper,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/22164036-chicago-illinois-mixed-breed-medium-mix,Mixed Breed (Medium) Mix,Brown/Chocolate,(when grown) Large 61-100 lbs (28-45 kg),(current) 46 lb,38833090,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
229,Bass,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25116842-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),(current) 52 lb,40884873,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
230,Mia,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25533610-chicago-illinois-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Black,(when grown) Large 61-100 lbs (28-45 kg),(current) 16 lb,41877617,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
231,Sugar,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25533611-chicago-illinois-boxer-mix,Boxer Mix,White,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41726482,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
232,Roscoe,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25523637-chicago-illinois-mixed-breed-large-mix,Mixed Breed (Large) Mix,Red/Golden/Orange/Chestnut,(when grown) Large 61-100 lbs (28-45 kg),(current) 44 lb,41566538,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
233,Zena,dog,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/24702849-chicago-illinois-mixed-breed-large-mix,Mixed Breed (Large) Mix,Tan/Yellow/Fawn,(when grown) Small 25 lbs (11 kg) or less,(current) 31 lb,40858778,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
234,Crissy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25471080-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,White,(when grown) Med. 26-60 lbs (12-27 kg),(current) 37 lb,41798173,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
235,Diamond,dog,Female,young,"East Chicago, IN",https://www.adoptapet.com/pet/24888204-east-chicago-indiana-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,Tricolor (Tan/Brown & Black & White),(when grown) Med. 26-60 lbs (12-27 kg),,768411,,"East chicago,  IN","East Chicago, IN",,,,,,,,,,,,,,,
236,Tupac,dog,Male,adult,"East Chicago, IN",https://www.adoptapet.com/pet/25000915-east-chicago-indiana-american-pit-bull-terrier-mix,American Pit Bull Terrier Mix,White - with Brown or Chocolate,(when grown) Large 61-100 lbs (28-45 kg),,809378,,"East chicago,  IN","East Chicago, IN",,Yes,,,,,,,,,,,,,
237,Basha,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24693180-chicago-illinois-labrador-retriever-mix,Labrador Retriever Mix,Red/Golden/Orange/Chestnut - with Black,(when grown) Med. 26-60 lbs (12-27 kg),,745725,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,
238,Max,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23391719-chicago-illinois-terrier-unknown-type-medium-mix,"Terrier (Unknown Type, Medium) Mix",Tan/Yellow/Fawn,(when grown) Large 61-100 lbs (28-45 kg),,534250,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,Yes,Yes,,,Yes,,
239,Pollux,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/23411339-chicago-illinois-basset-hound-mix,Basset Hound/Bull Terrier Mix,Black - with White,(when grown) Med. 26-60 lbs (12-27 kg),,537006,,"Chicago,  IL","Chicago, IL",,,,Yes,,,,,Yes,Yes,,Yes,Yes,,
240,Tucker,dog,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23310002-chicago-illinois-shar-pei-mix,Shar Pei/Labrador Retriever Mix,Brown/Chocolate - with White,(when grown) Med. 26-60 lbs (12-27 kg),,519891,,"Chicago,  IL","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,Yes,,Yes,,Yes
241,Bailey,dog,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25534712-chicago-illinois-boxer-mix,Boxer Mix,"Black - with Tan, Yellow or Fawn",(when grown) Med. 26-60 lbs (12-27 kg),,929220,,"Chicago,  IL","Chicago, IL",,Yes,,,,,,,,,,,,,
242,Fiona,dog,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25507767-chicago-illinois-retriever-unknown-type-mix,Retriever (Unknown Type)/Jack Russell Terrier Mix,White - with Brown or Chocolate,(when grown) Med. 26-60 lbs (12-27 kg),,922307,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
243,Peace,dog,Male,puppy,"Chicago, IL",https://www.adoptapet.com/pet/25467506-chicago-illinois-jack-russell-terrier-mix,Jack Russell Terrier/Chihuahua Mix,Brown/Chocolate - with White,(when grown) Small 25 lbs (11 kg) or less,,914805,,"Chicago,  IL","Chicago, IL",,,,,,,,,,,,,,,
244,Iggy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25476156-chicago-illinois-american-staffordshire-terrier-mix,American Staffordshire Terrier/Labrador Retriever Mix,Tan/Yellow/Fawn - with White,(when grown) Large 61-100 lbs (28-45 kg),,915874,,"Chicago,  IL","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,Yes,,
245,Indy,dog,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25475122-chicago-illinois-boxer-mix,Boxer/American Pit Bull Terrier Mix,Brindle,(when grown) Med. 26-60 lbs (12-27 kg),,910851,,"Chicago,  IL","Chicago, IL",Yes,,,,,,,,,,,,,,
