pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Max,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525705-chicago-illinois-cat,Bengal/Domestic Shorthair,Gray or Blue,,,41670167,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Albert,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518152-chicago-illinois-cat,Domestic Shorthair,All Black,,,33526301,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Tom,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518153-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41876924,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Fifi,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25528153-chicago-illinois-cat,Domestic Shorthair,Orange or Red,,,41803402,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
Ken,cat,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25528154-chicago-illinois-cat,Domestic Shorthair,White,,,41858877,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Giselle,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25528152-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41846608,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
Bullet,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25528151-chicago-illinois-cat,Domestic Shorthair,All Black,,,41833938,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Cuddles,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510273-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41832190,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Smokey,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518151-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41778590,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Gwen,cat,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25228107-chicago-illinois-cat,Domestic Shorthair,All Black,,,11242022,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",Yes,,,,,,,,,,,,,,
Marty,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24317553-chicago-illinois-cat,Domestic Shorthair,Orange or Red,,,40573919,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,,,,,,,
